,Synonyms,Japanese,English,Spanish,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,French,Theme,Demographic,Genre,Demographics
179,Pocket Monsters Advanced Generation - S3 Pokémon Mystery Dungeon: Team Go-Getters Out of the Gate!,ポケモン不思議のダンジョン 出動ポケモン救助隊ガンバルズ！,Pokémon Mystery Dungeon: Team Go-Getters Out of the Gate!,,['TV Special'],1,Finished Airing,"Sep 8, 2006",,,['Nintendo of America'],['The Pokemon Company International'],['OLM'],Game,"['Adventure', 'Fantasy']",,20 min.,PG - Children,6.49,#7124,#5636,"15,684",4,7900,"A human wakes up one day to discover that he has become a Squirtle in a world filled with natural disasters, where he meets Charmander and Chikorita of Team Go-Getters, a Pokemon rescue team. Squirtle joins Team Go-Getters for the task of saving Pichu's Brother Pikachu from Skarmory, however Gengar and his Team Meanies decide to interfere. (Source: ANN)","['Adaptation (Manga) Pokémon Fushigi no Dungeon: Ginji no Kyuujotai', '']",Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,,,['Anthropomorphic'],,,
180,"Friagne and Marianne's Why, What, Shana! Ask Anything Question Box",フリアグネ&マリアンヌのなぜなにシャナ!なんでも質問箱!,,,['Special'],8,Finished Airing,"Jan 25, 2006 to Aug 25, 2006",,,"None found,",['Funimation'],['J.C.Staff'],['Light novel'],"['Comedy', 'Fantasy']",,3 min. per ep.,PG-13 - Teens 13 or older,6.57,#6663,#5954,"13,641",3,4527,A series of short specials where Friagne and Marianne explain different terms from the show.,"['Sequel (Special) Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2', '']",Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,,,['Urban Fantasy'],,,
181,,ピカチュウのわんぱくアイランド,Pikachu's Island Adventure,,['Special'],1,Finished Airing,"Aug 1, 2006",,,"None found,","['VIZ Media', 'The Pokemon Company International']",['OLM'],Game,"['Adventure', 'Comedy', 'Fantasy']",,21 min.,PG - Children,6.38,#7825,#6553,"10,733",5,4900,"Pikachu and the other Pokémon were at the beach, when a weakened Wynaut approaches them. It tells them that its friends were attacked by Meowth and the other Team Rocket Pokémon, as well as an Exploud and a Hariyama, because Meowth wanted to take over their playground, which resides on a nearby island. After hearing Wynaut's story, Pikachu and the others decide to help them take back their playground, and begin to train them, so that they can rescue their island from the clutches of Meowth. (Source: ANN)",[],Pokemon: Pikachu no Wanpaku Island,,,,['Kids'],,
182,"Boy's Love Scramble Specials, Gakuen Heaven: Ham Ham Heaven",学園ヘヴンはむはむヘヴン,Heaven Academy Specials,,['Special'],12,Finished Airing,"Jul 7, 2006 to Dec 8, 2006",,,"None found,",['Media Blasters'],['Tokyo Kids'],Visual novel,,,1 min. per ep.,PG-13 - Teens 13 or older,6.63,#6301,#7561,"7,558",6,3421,Specials from the Gakuen Heaven DVDs.,[],Gakuen Heaven: Hamu Hamu Heaven,,,,,['Comedy'],
183,Future Hero Next Generation Outlaw Star Pilot,星方武侠アウトロースター パイロット版,Outlaw Star,,['Special'],1,Finished Airing,"Sep 22, 2006",,,"['Sotsu', 'Victor Entertainment']","None found,",['Sunrise'],['Manga'],"['Action', 'Sci-Fi']",,1 min.,R+ - Mild Nudity,6.89,#4851,#7705,"7,231",13,2682,A two minute long promo for the re-mastered series. Contains animation not used in the TV series.,[],Seihou Bukyou Outlaw Star Pilot,,,['Space'],,,
184,Rupan Sansei,ルパン三世 「セブンデイズ・ラプソディ」,,,['Special'],1,Finished Airing,"Sep 8, 2006",,,['VAP'],['Discotek Media'],['TMS Entertainment'],['Manga'],"['Action', 'Adventure', 'Comedy']",,1 hr. 31 min.,PG-13 - Teens 13 or older,6.90,#4826,#8093,"6,401",1,2599,"Lupin and Jigen planed to steal enormous money from a racetrack in New York. Their plan is perfect and the only thing remains is to wait for 6 days. To celebrate the success beforehand, they go to a town. Lupin parts from Jigen because he recalls another engagement. Then, Lupin saves a girl, Michelle, being chased by suspicious men. She asks Lupin to steal a diamond from her father in order to stop him from doing evil things. Lupin thinks he can get both money and a diamond 6 days later, and he accepts her request to guard her for 6 days. Meanwhile, Jigen meets his old fellow soldier, Ryatte, and they’re talking about another business. Then, Jigen is supposed to spends 6 days with Ryatte before the plan with Lupin. On the other hand, Fujiko and Goemon are planning to steal a diamond at a diamond exhibits. The host of the exhibition is… (Source: AniDB)",[],Lupin III: Seven Days Rhapsody,,,['Adult Cast'],['Seinen'],,
185,Joshi Kousei: Girl's High Specials,女子高生 GIRL'S HIGH,High School Girls Specials,,['Special'],3,Finished Airing,"May 25, 2006 to Sep 22, 2006",,,"None found,",['Media Blasters'],['Arms'],['Manga'],,,8 min. per ep.,PG-13 - Teens 13 or older,6.48,#7192,#8907,"5,053",3,1977,Bonus episodes on the DVDs featuring the girls on a field trip to Chichibu.,[],Joshikousei: Girl's High Specials,,,['School'],['Seinen'],['Comedy'],
186,Pokemon Recap,ポケットモンスター ダイヤモンド&パール,,,['TV Special'],1,Finished Airing,"Sep 28, 2006",,,['TV Tokyo'],"None found,",['OLM'],Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,24 min.,PG - Children,6.35,#7997,#9241,"4,533",0,1535,"A compilation of old clips from Satoshi's journeys. It was aired during the episode 1-3 special on Japanese TV, between episode 2 and 3. (Source: AniDB, edited)",[],Pokemon Diamond & Pearl: Clip Show,,,,['Kids'],,
187,"SoltyRei Special, Solty Rei Episodee 9.5, Solty Rei OVA, Solty Rei: Opportunities Missed, Love Shared","ソルティレイ すれ違うキモチで, 想い合うココロで.",,,['Special'],1,Finished Airing,"Jul 26, 2006",,,['TV Asahi'],['Funimation'],"['Gonzo', 'AIC']",Original,"['Comedy', 'Drama']",,43 min.,PG-13 - Teens 13 or older,7.01,#4324,#9382,"4,311",4,1900,"This is a two part story that happened after Rose moved in to Roy's apartment. During the preparations for Appreciation Day, Solty watches people in the city going about and preparing for the celebration and is confronted with a thought: what is true happiness? While trying to understand happiness and the complexity of human emotions, a young girl who has had a falling out with her mother confronts Solty and Rose asking for their help. ""Love Shared"" is actually the second half of ""Opportunities Missed"", while ""Opportunities Missed"" shows the entire story. (Source: Wikipedia)",[],"Solty Rei: Surechigau Kimochi de, Omoi Au Kokoro de.",Solty Rei,,,,,
188,Fist of The North Star: Legend of Heroes (CGI),北斗の拳 LEGEND of HEROES,,,['Special'],1,Finished Airing,"Jul 15, 2006",,,"None found,","None found,",['Toei Animation'],['Manga'],,,6 min.,PG-13 - Teens 13 or older,5.98,#10032,#9560,"4,072",4,1668,This short 6 minute 3D CGI film of Kenshiro's final battle with Raoh was created in 2006 and came out on DVD in 2007. This will most probably remain an exclusively Japanese release. (Source: Hokuto No Gun),[],Hokuto no Ken: Legend of Heroes,,,['Martial Arts'],,['Action'],
189,,太陽の黙示録 A Spirit of the Sun,,,['TV Special'],2,Finished Airing,"Sep 17, 2006 to Sep 18, 2006",,,['Tohokushinsha Film Corporation'],['Maiden Japan'],['Madhouse'],['Manga'],"['Drama', 'Sci-Fi']",,1 hr. 17 min. per ep.,R - 17+ (violence & profanity),6.81,#5301,#9947,"3,614",2,943,"On August 10 2002, the eruption of Mount Fuji, as well as a series of large-scale earthquakes tsunamis inflict tremendous damage to Japan, sending the country into a state of emergency. Furthermore, another massive earthquake hit Japan on August 15, splitting the country into two. While Japanese refugees were taken in by various countries, the Japanese government accepted aid from China and the United States, which eventually caused China to govern the North, and the USA to govern the South. 15 years later, the Japanese refugees residing in Taiwan and the Taiwanese citizens find themselves clashing with one another, due to job competition and the unimproving conditions of the Japanese refugees. Genichiro Ryu is a survivor of the catastrophic events that took place in Japan, but was raised in Taiwan by a couple who adopted him. He gets himself involved in the situation between the Taiwanese and the Japanese, hoping that the two parties will be able to coexist with one another. (Source: ANN)","['Adaptation (Manga) Taiyou no Mokushiroku', '']",Taiyou no Mokushiroku: A Spirit of the Sun,,,,,,
190,Black Jack: Lost Episodes,ブラックジャック 秘蔵版スペシャル,,,['Special'],2,Finished Airing,"Jul 17, 2006",,,"None found,","None found,",['Tezuka Productions'],['Manga'],,,23 min. per ep.,G - All Ages,6.96,#4541,#10158,"3,376",1,1118,"This was originally from the Black Jack (2004), but weren't aired then, only later. There are two episodes in this: The Dog Thief Kamaitachi in the Woodlands","['Adaptation (Manga) Black Jack', '']",Black Jack (TV): Hizouban Specials,,,['Medical'],['Shounen'],['Adventure'],
191,Princess Princess Omake,プリンセス・プリンセス,,,['Special'],12,Finished Airing,"Jul 19, 2006 to Dec 20, 2006",,,"None found,","None found,",['Studio Deen'],['Manga'],,"['Crossdressing', 'School']",1 min. per ep.,PG-13 - Teens 13 or older,6.40,#7683,#11122,"2,534",1,656,Short omake episodes included on the Blu-ray/DVD volumes of Princess Princess.,[],Princess Princess Specials,,,,['Shoujo'],['Comedy'],
192,"Tactical Rawr,The Mercurius' Holiday, Tactical Roar Special",タクティカルロア - マーキュリーズの休日,,,['Special'],1,Finished Airing,"Sep 26, 2006",,,"None found,","None found,","None found,",Original,"['Action', 'Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",,10 min.,PG-13 - Teens 13 or older,5.79,#11004,#11898,"2,008",1,780,DVD special.,[],Tactical Roar: Mercurius no Kyuujitsu,,,['Military'],,,
193,,ストラトス・フォー LOG BOOK,,,['Special'],1,Finished Airing,"Aug 26, 2006",,,"None found,","None found,",['Studio Fantasia'],Original,"['Action', 'Sci-Fi', 'Ecchi']",,30 min.,PG-13 - Teens 13 or older,6.27,#8467,#12139,"1,870",1,655,Stratos 4 Recap episode - For everything which happened before Stratos 4 Advance started.,[],Stratos 4: Logbook,,,,,,
194,Doraemon Crayon Shin-chan Haru da! Eiga da! 3-Jikan Anime Matsuri 2,ドラえもん (2005) Specials,,,['TV Special'],Unknown,Currently Airing,"Apr 15, 2005 to ?",,,"None found,","None found,",['Shin-Ei Animation'],Unknown,,,45 min.,PG - Children,6.79,#5405,#12794,"1,503",5,469,"59 Doraemon (2005) TV Specials exist as of January 24, 2018.",[],Doraemon (2005) Specials,,,,['Seinen'],['Comedy'],
195,"Cluster Edge (OVA), Cluster Edge: Secret Episode",クラスターエッジ ~Secret Episode~,,,['Special'],3,Finished Airing,"Sep 22, 2006",,,"None found,",['Sentai Filmworks'],"None found,",Unknown,"['Action', 'Fantasy', 'Sci-Fi']",,23 min. per ep.,PG-13 - Teens 13 or older,6.52,#6966,#12868,"1,469",4,316,"Three specials released with DVD volume 9 of the TV series. Episode 1: The Day of Gathering Past event about Chalce and Chrome's group, of how the three youngest members came to join them. Episode 2: White Footmarks Past event about Chalce transfer into Cluster E.A, his meeting with Hema and how he elicted the hatred from the competitive Vesuvia. Episode 3: Wings of Freedom A strange girl appears in Cluster E A, looking for Fon. Is she there for a visit or something else? Will she find her answer amongst Fon and his friends? (Source: Wikipedia)",[],Cluster Edge Specials,,,['Military'],,,
196,,リリとカエルと(弟),"Lily, Frogs, and Little Brother.",,['TV Special'],1,Finished Airing,"Aug 20, 2006",,,"None found,","None found,",['Toei Animation'],Original,"['Adventure', 'Comedy', 'Supernatural']",,27 min.,PG - Children,6.35,#7984,#12880,"1,463",0,570,"Lily went to an amusement park using the frog as its symbol character with her parents. At the Frog Castle of the park, she happened to draw a sword. It was said that the Frog King would grant any wish if one beat the big snake with the sword. When Lily beat the snake, she went to the Frog Land and met the Frog King. The king said she would become a frog if she couldn't open the Gate of Hope until a child would hatch from the roe in front of her. Suddenly, a man in suits appeared. His name was Knodo, and he was supposed to become her little brother. Lily thought it strange, and she ran away from him. He chased her. Then, they fell over into the water head over heels. (Source: AnimeNfo)","[""Adaptation (Manga) Lilly, the Frogs, and the Cool Lil' Brother"", '']",Lily to Kaeru to (Otouto),,,,,,
197,"Gargoyle of Yoshinaga House Specials, The Gargoyle of the Yoshinagas: Fushigi no Kuni no Kazumi, Kazumi in Wonderland",吉永さん家のガーゴイル,,,['Special'],5,Finished Airing,"Jul 28, 2006 to Nov 24, 2006",,,"None found,","None found,",['Studio Hibari'],Unknown,"['Adventure', 'Comedy', 'Fantasy']",,3 min. per ep.,PG - Children,6.27,#8475,#12914,"1,451",2,580,A magic book places Kazumi in a Wonderland-like world.,[],Yoshinaga-san'chi no Gargoyle Specials,,,,,,
198,Demonbane: Ouroboros Rondo,「OUROBOROS RONDO」,,,['Special'],2,Finished Airing,"Aug 25, 2006 to Dec 22, 2006",,,['Nitroplus'],"None found,","None found,",Visual novel,"['Sci-Fi', 'Supernatural']",,6 min. per ep.,PG-13 - Teens 13 or older,5.59,#11823,#13107,"1,370",0,331,"Daijuuji Kurou and Al, Master Therion and Etheldreda continue to fight beyond the time again and again over the infinite just as Ouroboros...",[],Kishin Houkou Demonbane (TV) Specials,,,['Mecha'],,,
199,,Soul Link,,,['Special'],3,Finished Airing,"Jul 21, 2006 to Sep 22, 2006",,,"['Mellow Head', 'Picture Magic']","None found,","None found,",Visual novel,"['Romance', 'Sci-Fi']",,4 min. per ep.,PG-13 - Teens 13 or older,5.51,#12068,#13563,"1,214",0,307,Main characters reminiscing about their past.,[],Soul Link Picture Drama,,,,,,
200,"Haruka Naru Toki no Naka de: Hachiyou Shou Recap, Haruka: Beyond the Stream of Time Recap",遙かなる時空の中で〜八葉抄〜 総集編,,,['Special'],1,Finished Airing,"Jul 28, 2006",,,"None found,","None found,",['Yumeta Company'],Visual novel,"['Fantasy', 'Supernatural']","['Historical', 'Mythology', 'Time Travel']",32 min.,PG-13 - Teens 13 or older,6.14,#9163,#14116,"1,048",1,241,"A recap of the Harukanaru Toki no Naka de: Hachiyou Shou series included on the special ""making-of"" DVD release of the Harukanaru Toki no Naka de: Maihitoyo movie.",[],Harukanaru Toki no Naka de: Hachiyou Shou Recap,,,,['Shoujo'],,
201,"Koi Suru Tenshi Angelique, Angelique Chibi Omake",恋する天使アンジェリーク ちびキャラAdventure,Loving Angel Angelique Chibi Adventure Special,,['Special'],1,Finished Airing,"Sep 22, 2006",,,"None found,","None found,","None found,",Visual novel,"['Adventure', 'Comedy']",,4 min.,G - All Ages,5.84,#10744,#14223,"1,017",0,259,The nine guardians take a break from their daily lives and go on a little adventure together.,[],Koisuru Tenshi Angelique: Chibi Character Adventure,,,,,,
